National Provider Identifier,Gender,Provider Type,Count_HCPCS,Avg_Payout_Ratio,Avg_Allowance_Ratio,Avg_Final_amount_received,Avg_Excess_amount_claimed,Avg_Number of Medicare Beneficiaries,Avg_Number of Medicare Beneficiary/Day Services,Sum_Total_amount_claimed,Sum_Total_amount_paid,Sum_Total_amount_allowed,Fraud_Label,Min_Payout_Ratio,Max_Payout_Ratio,Min_Allowance_Ratio,Max_Allowance_Ratio
1003019563,M,Cardiology,18,0.219842570937342,0.288644861016009,17312.9393107096,15874.6883104112,38,44.4444444444444,396104,84471.0899353027,110359.611000061,No,0.1071034,0.7345914,0.1338621,0.984265
1003019571,M,Hematology/Oncology,8,0.626833504065871,0.810999501496553,6494.55009460449,1932.48762512207,77.5,214,171100.823486328,119144.422790527,155640.922607422,No,0.2475837,0.7535499,0.3094576,0.9915201
1003019613,F,Endocrinology,21,0.372018860919135,0.40411994996525,2304.90618315197,1773.01807512556,51.2857142857143,71.5714285714286,88132.2398681641,39729.2100143433,50898.8602828979,No,0.1326827,0.6014085,0.133924,0.8187445
1003019647,M,Nephrology,3,0.330689897139867,0.413353532552719,15528.6103515625,13246.3240559896,43,156,73975,27389.1696777344,34236.0278320313,No,0.2044364,0.448,0.2555273,0.56
1003019670,M,Anesthesiology,4,9.83645860105753e-02,0.122955260798335,21610.9174804688,20838.5327148438,17,17,98802,12358.3304748535,15447.8702392578,No,6.721992e-02,0.1508105,8.40249e-02,0.1885129
1003019704,,Ambulance Service Supplier,2,0.532848849892616,0.672639429569244,11932.5509185791,8730.1604309082,60,85,47053.7660522461,23188.6642150879,29593.4451904297,No,0.4912459,0.5744518,0.6272184,0.7180605
1003019720,M,Emergency Medicine,6,0.192444995045662,0.247009585301081,70215.2446289063,65349.1661783854,174,176.833333333333,523142.576171875,101851.122680664,131047.575805664,No,0.1580889,0.2114612,0.214805,0.2643141
1003019811,M,Pulmonary Disease,8,0.533923741430044,0.692660208791494,3290.78122901917,2138.62502670288,31.75,34,59932.1605529785,33605.9105987549,42823.1604614258,No,0.3114583,0.6962247,0.3893155,0.8704311
1003019860,M,Pathology,9,0.14173783817225,0.179007028126054,7426.49308268229,7122.3099093967,49.4444444444444,49.5555555555556,77103,10264.5622177124,13002.2097625732,No,4.211957e-02,0.2107383,5.262626e-02,0.2634228
1003020041,F,Family Practice,2,0.594035774469376,0.950657278299332,1447.48498535156,108.270202636719,39.5,53,7332.42004394531,4437.45007324219,7115.87963867188,No,0.5763823,0.6116892,0.9192813,0.9820333
1003020116,M,General Surgery,18,0.397786145408948,0.511022049519751,7265.75228542752,5934.45168389214,30.7777777777778,39.7777777777778,220721,89937.4588317871,113900.870056152,No,0.2064422,0.4846821,0.2580528,0.6058381
1003020348,F,Internal Medicine,8,0.407074846327305,0.513035289943218,3439.43135070801,2659.97364807129,32,50.5,51942,24426.5494537354,30662.2105102539,No,0.1406667,0.6138095,0.19525,0.7673016
1003020470,F,Internal Medicine,11,0.547814672643488,0.691900751807473,5747.62086070668,4010.11279296875,59.5454545454545,85.6363636363636,134669.579345703,71445.7498779297,90558.3386230469,No,0.5114412,0.7223986,0.649439,0.9030209
1003020496,F,Psychiatry,1,0.653781294822693,0.817240536212921,870.739990234375,459.639892578125,14,15,2515,1644.26000976563,2055.36010742188,No,0.6537813,0.6537813,0.8172405,0.8172405
1003020504,F,Family Practice,8,0.381559688597918,0.477742414921522,46762.0939941406,40880.6940307617,143.25,335.25,561800,187703.248901367,234754.447753906,No,0.2582,0.5316025,0.3227667,0.6709143
1003020637,M,Diagnostic Radiology,41,0.311606762067574,0.408157437312894,2010.69118964963,1756.99937215665,50.4634146341463,53.2682926829268,124107,41668.6613845825,52070.026222229,No,0.1046599,0.5008929,0.1485714,0.6375352
1003020645,F,Endocrinology,4,0.390598468482494,0.499511376023293,24391.2806396484,19151.4504394531,160.5,296.5,154649.001953125,57083.8793945313,78043.2001953125,No,0.3578798,0.4769284,0.4778035,0.5081101
1003020660,F,Surgical Oncology,3,0.28182215988636,0.394635130961736,2831.9033203125,2384.04337565104,15.6666666666667,17.6666666666667,11955,3459.28991699219,4802.86993408203,No,0.2474694,0.3066138,0.3535277,0.4318865
1003020785,M,Emergency Medicine,6,0.201333443323771,0.258787150184313,63593.9339192708,58903.950764974,185,187.833333333333,476585.10546875,95021.5021972656,123161.410766602,No,0.1947816,0.2083448,0.2581646,0.2604252
1003020819,F,Chiropractic,2,0.768224596977234,0.999406695365906,3670.43994140625,9.5400390625,15.5,363.5,31594.9599609375,24254.080078125,31575.8798828125,No,0.7364739,0.7999753,0.9988134,1
1003020975,F,Internal Medicine,3,0.321618681152662,0.471731041868528,2442.90999348958,1592.98999023438,29.3333333333333,44.6666666666667,11604,4275.27003479004,6825.03004455566,No,0.2224,0.395385,0.2224,0.6533613
1003021064,F,Obstetrics/Gynecology,1,0.498917281627655,0.676285743713379,999.660034179688,645.809936523438,11,19,1995,995.339965820313,1349.19006347656,No,0.4989173,0.4989173,0.6762857,0.6762857
1003021114,F,Allergy/Immunology,9,0.770210285981496,0.97204139497545,663.941216362847,48.0544060601128,25.2222222222222,38.1111111111111,27026.849899292,21051.3789520264,26594.360244751,No,0.7128651,0.7974496,0.8912368,0.9985932
1003021205,M,Optometry,11,0.670915546742353,0.901762377132069,3042.81508012251,429.049971147017,81.8181818181818,99.7272727272727,107623.645996094,74152.6801147461,102904.096313477,No,0.4098415,0.7930172,0.5390566,0.9994417
1003021387,M,Internal Medicine,6,0.376437559723854,0.473184083898862,15367.7753499349,12824.6549479167,72.5,112.666666666667,151078,58871.3508300781,74130.0703125,No,0.3466272,0.3989573,0.4332545,0.5001422
1003021510,F,Licensed Clinical Social Worker,2,0.319358952343464,0.459765568375587,35349.4599609375,27642.9001464844,44,302,94755,24056.0803222656,39469.1997070313,No,0.2395085,0.3992094,0.4070549,0.5124763
1003021700,F,Nurse Practitioner,5,0.421112126111984,0.568214976787567,2201.1701171875,1635.66237792969,27.6,36,19029.2315673828,8023.38092041016,10850.9196777344,No,0.3312289,0.4761063,0.4323325,0.615617
1003021783,M,Diagnostic Radiology,81,0.156642229100804,0.20844484773683,8356.86010553807,7852.25411610545,72.8641975308642,80.3456790123457,800377.355529785,123471.687580109,164344.770233154,No,9.173027e-02,0.2760038,0.1194406,0.3606592
1003021791,M,Diagnostic Radiology,7,0.180063479713031,0.237518272229603,3515.61608014788,3285.41144670759,24.1428571428571,24.5714285714286,30113,5503.68724060059,7115.11993408203,No,0.1460588,0.202,0.2032017,0.2524444
1003021882,M,General Surgery,8,0.263800445944071,0.329835902899504,25318.9897918701,23033.008354187,50.375,76.25,275146,72594.0811309814,90881.9330444336,No,0.261799,0.2657188,0.3271963,0.3321485
1003021973,F,Dermatology,20,0.149650952219963,0.195321850851178,29086.1224868774,27895.9095428467,35.7,37.75,668489,86766.5607872009,110570.800125122,No,8.26101e-02,0.2255665,0.1032653,0.2870115
1003022013,F,Neurology,10,0.236648849397898,0.300040576606989,7752.94205322266,7192.57811279297,26.3,28,99210,21680.5795898438,27284.2198486328,No,8.496094e-02,0.3553968,0.1062109,0.4442404
1003022187,F,Chiropractic,1,0.390946805477142,0.539361715316772,4007.57006835938,3031,22,140,6580,2572.42993164063,3549,No,0.3909468,0.3909468,0.5393617,0.5393617
1003022245,F,Obstetrics/Gynecology,3,0.49966021378835,0.574556052684784,3972.12333170573,3253.12333170573,57.6666666666667,66.6666666666667,21260,9343.63024902344,11500.6302490234,No,0.3041539,0.6747143,0.3041539,0.7448
1003022302,F,Licensed Clinical Social Worker,2,0.536779806017876,0.782593935728073,2525.31494140625,1070.87506103516,16.5,59.5,10055.66015625,5005.0302734375,7913.91003417969,No,0.4548822,0.6186774,0.7733306,0.7918572
1003022310,F,Nurse Practitioner,4,0.205480568110943,0.256843883544207,32261.7241210938,30008.0909423828,65,81.25,165107.113769531,36060.2152404785,45074.7490844727,No,0.1039525,0.2642244,0.1299257,0.3302708
1003022500,M,Anesthesiology,16,0.120525822974741,0.154229740612209,24100.6577320099,23457.2804570198,36.3125,52.25,424412,38801.4757823944,49095.5102806091,No,2.971296e-02,0.2536841,3.715926e-02,0.3171202
1003022591,M,Orthopedic Surgery,8,0.38533978164196,0.498910795897245,4987.25347137451,4042.42041397095,28,35.625,64235,24336.972442627,31895.6366882324,No,0.3491919,0.3997664,0.4927098,0.5144707
1003022641,M,Emergency Medicine,3,0.683732608954112,0.886155943075816,1090.34338378906,412.053304036458,34,34.3333333333333,9908.55004882813,6637.51989746094,8672.39013671875,No,0.5910728,0.7582051,0.8174193,0.9478205
1003022682,M,Internal Medicine,8,0.545018397271633,0.682510919868946,7809.97547912598,5475.31661987305,68.5,122.375,136772.004882813,74292.2010498047,92969.4719238281,No,0.5260994,0.590366,0.6662037,0.7379482
1003022807,F,Emergency Medicine,5,0.370551136136055,0.468067437410355,8343.72207641602,7154.16789245605,43.4,44.2,63939,22220.3893737793,28168.1595611572,No,0.2312014,0.4310465,0.2889985,0.5384884
1003022823,F,Emergency Medicine,4,0.192571308463812,0.245818454772234,120898.284179688,113122.340820313,234.5,242.75,598837.92578125,115244.80078125,146348.5625,No,0.1853384,0.2008074,0.2425848,0.2510144
1003022898,F,Family Practice,2,0.574317693710327,0.844585210084915,1604.23999023438,579.300048828125,20.5,37,7560,4351.52001953125,6401.39990234375,No,0.569837,0.5787984,0.8370222,0.8521482
1003023201,M,Neurology,6,0.558558469017347,0.816366205612818,2285.27164713542,938.051635742188,33.1666666666667,44.1666666666667,30739,17027.3701171875,25110.6901855469,No,0.4708293,0.6708447,0.599,0.9084906
1003023235,F,Physician Assistant,1,0.505352139472961,0.631690144538879,913.119995117188,679.900024414063,13,13,1846,932.880004882813,1166.09997558594,No,0.5053521,0.5053521,0.6316901,0.6316901
1003023276,M,Orthopedic Surgery,17,0.250172911321416,0.317981529761763,6235.51364135742,5589.54815673828,37.2941176470588,45.8823529411765,144763.698242188,38759.9665222168,49741.3807220459,No,0.1899453,0.3203333,0.242026,0.4004167
1003023284,F,Nurse Practitioner,3,0.530770818392436,0.674116810162862,700.026672363281,572.666666666667,33,42.6666666666667,3714,1613.92001342773,1995.99996948242,No,0.1696,0.7638889,0.2584615,1
1003023359,M,Anesthesiology,15,0.162825780610243,0.206479282180468,10612.4741699219,10050.6747721354,24.4,24.5333333333333,189732.000976563,30544.8903808594,38971.8800048828,No,8.523732e-02,0.2223894,0.1065466,0.2779646
1003023425,M,Chiropractic,2,0.495934441685677,0.673756927251816,2230.93493652344,1416.28002929688,23,97,9057,4595.13012695313,6224.43994140625,No,0.4224078,0.569461,0.5868889,0.7606249
1003023516,F,Licensed Clinical Social Worker,2,0.44913338124752,0.749998182058334,7725.91552734375,3508.94995117188,16.5,190.5,28069.900390625,12618.0695800781,21052.0004882813,No,0.448277,0.4499898,0.7499689,0.7500274
1003023581,M,Neurology,8,0.637605868279934,0.834551922976971,15564.0417785645,7572.66589355469,134.875,332.75,351478.873535156,226966.539306641,290897.546386719,No,0.5630018,0.687,0.8247516,0.85875
1003023607,M,Anesthesiologist Assistants,2,0.119049046188593,0.148812584578991,34336.8701171875,33176.0390625,15.5,15.5,77960,9286.26000976563,11607.919921875,No,0.1187744,0.1193237,0.1484695,0.1491557
1003023631,M,Chiropractic,1,0.689895331859589,0.999942898750305,12653.8203125,2.33203125,179,2040,40805,28151.1796875,40802.66796875,No,0.6898953,0.6898953,0.9999429,0.9999429
1003023706,F,Family Practice,16,0.405847175279632,0.516246282262728,3109.95088791847,1738.49500966072,37.375,76.4375,107302.862426758,57543.6482794285,79486.9423406124,No,0.036,0.7168847,5.36383e-02,0.8959464
1003023771,M,Emergency Medicine,4,0.367257811129093,0.478792443871498,29578.2720336914,23742.5974121094,197.5,209.75,192123.046875,73809.9587402344,97152.6572265625,No,0.3307818,0.4192962,0.4333813,0.5458055
1003023813,F,Physical Medicine and Rehabilitation,5,0.717276954650879,0.942627394199371,917.586010742187,161.543920898438,22.4,96.4,16176.1397705078,11588.2097167969,15368.4201660156,No,0.6888145,0.7530989,0.9052381,0.9741246
1003023839,M,Chiropractic,1,0.335283786058426,0.495449244976044,12696.080078125,9636.919921875,39,214,19100,6403.919921875,9463.080078125,No,0.3352838,0.3352838,0.4954492,0.4954492
1003024142,F,Physical Therapist,4,0.33414651453495,0.433801472187042,10740.6483764648,9456.55558776855,35.75,187,61380.740234375,18418.1470947266,23554.5173950195,No,0.2694706,0.4012761,0.3444199,0.5327491
1003024191,M,Diagnostic Radiology,30,0.223220037420591,0.282518621658285,7204.75002059937,6731.14734535217,40.7,44.8666666666667,269402.3046875,53259.8052983284,67467.8843948841,No,4.357857e-02,0.284965,5.447775e-02,0.3683333
1003024332,M,Critical Care (Intensivists),5,0.437919342517853,0.55934399664402,40389.0076538086,30534.5443359375,104.4,218.2,384261.931640625,182316.893127441,231589.209472656,No,0.1015202,0.5666074,0.1328041,0.7466667
1003024365,F,Emergency Medicine,5,0.296774327754974,0.395378583669662,18257.7364746094,15696.737890625,88.4,89.4,129824,38535.3173217773,51340.3095092773,No,0.1285227,0.526807,0.1625454,0.6585263
1003024746,F,Obstetrics/Gynecology,1,0.3246890604496,0.411091327667236,7883.580078125,6874.919921875,26,26,11674,3790.419921875,4799.080078125,No,0.3246891,0.3246891,0.4110913,0.4110913
1003024811,F,Endocrinology,7,0.628061005047389,0.806800007820129,2877.65919712612,1358.86356026786,42.1428571428571,69.7142857142857,57387.6455078125,37244.0311279297,47875.6005859375,No,0.493633,0.7071665,0.6169645,0.9423248
1003024829,F,Internal Medicine,7,0.297786912747792,0.378221669367381,11854.4657854353,10487.7530343192,41.7142857142857,67,118013,35031.7401123047,44598.7286376953,No,0.2809073,0.3048333,0.3753026,0.3810555
1003024894,M,Orthopedic Surgery,8,0.50904468074441,0.651249945163727,3075.15311908722,2157.33107757568,39.75,49.75,49612.6961212158,25011.4711685181,32354.0475006104,No,0.4609503,0.5358121,0.5815721,0.6697993
1003024936,M,Emergency Medicine,4,0.256255343556404,0.344870306551456,40233.2138671875,35302.6127929688,119.25,121.5,221319,60386.142578125,80108.54296875,No,0.2033796,0.2806594,0.2763426,0.3746053
1003024969,F,Audiologist (billing independently),3,0.355167279640834,0.462358325719833,10028.0101318359,8358.21667480469,229.333333333333,236,46435,16350.9700927734,21360.3499755859,No,0.2713223,0.4029567,0.35,0.5232
1003025032,M,Gastroenterology,15,0.115634796520074,0.149255072822173,60356.3137369792,58901.3244954427,39.6666666666667,42.2,985043.59765625,79698.9011230469,101523.730834961,No,3.751139e-02,0.2155643,4.688948e-02,0.2708247
1003025131,F,Internal Medicine,2,0.305704101920128,0.382146179676056,8722.45520019531,7768.63537597656,32.5,63,25074,7629.09008789063,9536.72973632813,No,0.3030811,0.3083271,0.3788649,0.3854275
1003025172,F,Optometry,6,0.731589168310165,0.999849259853363,962.931645711263,1.13997395833333,57.8333333333333,66.1666666666667,22667,16889.4101257324,22660.16015625,No,0.6545455,0.7891157,0.9990956,1
1003025271,F,Internal Medicine,13,0.300223195782075,0.365242125896307,4473.10226205679,3894.28233454778,28.1538461538462,32.2307692307692,80222,22071.669921875,29596.3294372559,No,0.1104998,0.4682221,0.1512598,0.4933275
1003025347,F,Family Practice,18,0.396709346108966,0.488044960734745,3561.98995123969,2208.03450181749,45.2222222222222,91.4444444444444,127359.081787109,63243.2622718811,87614.4607601166,No,1.024806e-02,0.8771304,1.28062e-02,0.8771304
1003025362,M,Anesthesiology,9,0.185007403294245,0.23126800192727,30749.9055040148,29092.7384711372,39.3333333333333,39.4444444444444,336406.041015625,59656.8916931152,74571.3984985352,No,0.1701858,0.1988293,0.2127349,0.2485366
1003025461,F,Internal Medicine,13,0.316835316327902,0.401755023461122,8493.03716571514,7328.75236628606,65,76.6923076923077,166008.612304688,55599.1310424805,70734.8310546875,No,0.1302632,0.4302607,0.1631,0.5677308
1003025628,F,General Surgery,11,0.325608258897608,0.441909752108834,5596.21004971591,4654.34451571378,32.9090909090909,42.7272727272727,91694,30135.6897583008,40496.2099609375,No,0.28694,0.3523423,0.4307955,0.4483913
1003025677,M,Physical Therapist,3,0.626500407854716,0.788153827190399,866.316853841146,491.406168619792,12.6666666666667,65.6666666666667,6969.095703125,4370.14514160156,5494.87719726563,No,0.6164513,0.6320127,0.7837432,0.791912
1003025826,M,CRNA,5,0.152642253041267,0.193491753935814,14035.6500976562,13358.1220703125,17.8,18.2,82845.361328125,12667.1099853516,16054.7497558594,No,0.1478763,0.1577525,0.1873838,0.1974085
1003025875,M,Urology,18,0.251969014604886,0.328103796475463,14849.6255560981,13027.6609157986,81.1666666666667,113.388888888889,363625.0390625,96331.7765808105,129127.146240234,No,0.1197888,0.3551601,0.1538036,0.381618
1003025974,M,Optometry,4,0.61659936606884,0.884442731738091,2790.80514526367,1185.61755371094,53.25,57.5,26542.3701171875,15379.1495361328,21799.8999023438,No,0.4302213,0.7296671,0.5377709,1
1003026055,F,Endocrinology,21,0.246980396409829,0.268756262248471,1955.06318373907,1701.5355842227,25.2857142857143,32.8571428571429,64551,23494.673122406,28818.7527122498,No,7.683334e-02,0.5070896,7.683334e-02,0.6717
1003026212,M,Diagnostic Radiology,46,0.136568336828571,0.176264126015746,9301.844998567,9027.51355577552,72.1739130434783,75.4782608695652,494766,66881.1326217651,79500.3759078979,No,2.587669e-02,0.2975221,3.303371e-02,0.3553846
1003026287,F,Nurse Practitioner,4,0.23165649548173,0.313983991742134,7033.29742431641,6319.06268310547,32.25,43.75,35794,7660.8098449707,10517.7496948242,No,0.1904369,0.3154413,0.2563107,0.4224297
1003026295,M,Emergency Medicine,30,0.217372083167235,0.282802659273148,3520.89077555339,3254.66597137451,44.0333333333333,44.6666666666667,133713.00012207,28086.2757339478,36073.0202789307,No,0.1724773,0.2719355,0.2239847,0.34
1003026402,F,CRNA,3,0.21573793888092,0.269672085841497,13285.2767740885,12494.103922526,17.6666666666667,17.6666666666667,49350,9494.16998291016,11867.690246582,No,0.1810979,0.2729524,0.2263715,0.3411905
1003026410,F,Internal Medicine,11,0.450200473720377,0.578167858448896,11196.2361727628,8504.69085138494,88.1818181818182,136.727272727273,228826,105667.401611328,135274.400634766,No,0.3795033,0.540703,0.4833045,0.6758788
1003026469,F,Internal Medicine,10,0.385521149635315,0.497282534837723,22465.9895019531,18627.7719238281,101.1,182.1,363300,138640.101074219,177022.280883789,No,0.290819,0.5053748,0.3965714,0.6447
1003026485,M,Chiropractic,2,0.336292028427124,0.453594759106636,11352.2446289063,9541.64038085938,19.5,196.5,34000,11295.5100097656,14916.7192382813,No,0.325289,0.3472951,0.4134118,0.4937778
1003026493,F,Obstetrics/Gynecology,3,0.41189581155777,0.602064212163289,1143.6133219401,773.543294270833,13.6666666666667,15,5829.99987792969,2399.15997314453,3509.36999511719,No,0.3942843,0.4427177,0.5913799,0.6133621
1003026667,F,Nurse Practitioner,2,0.206358104944229,0.259798645973206,29032.9697265625,27078.484375,71,127.5,73169,15103.0600585938,19012.0302734375,No,0.2056636,0.2070526,0.2593137,0.2602836
1003026675,F,Occupational therapist,5,0.491396123170853,0.643686640262604,6493.15827636719,4689.73618164062,35.6,243.6,63730,31264.2086181641,40281.3190917969,No,0.4665706,0.512589,0.6018367,0.7022
1003026865,M,Chiropractic,2,0.740363836288452,1,5750.8896484375,0,114.5,630.5,43898.009765625,32396.23046875,43898.009765625,No,0.7256739,0.7550538,1,1
1003027038,M,Otolaryngology,11,0.370423346757889,0.48128419843587,5068.52360395952,4159.19641945579,36.3636363636364,46.1818181818182,89241,33487.2403717041,43489.8393859863,No,0.2488856,0.4123827,0.3111213,0.5182166
1003027087,M,Emergency Medicine,4,0.208674609661102,0.275708846747875,38218.296875,34739.615234375,146.75,154.5,197729,44855.8090820313,58770.5419921875,No,0.1736857,0.2443562,0.2317078,0.3171042
1003027103,M,Chiropractic,2,0.392844066023827,0.589565202593803,6074.32983398438,4592.64526367188,16.5,216.5,19918,7769.34033203125,10732.7094726563,No,0.3874983,0.3981898,0.4919565,0.6871739
1003027194,F,Internal Medicine,4,0.42063482105732,0.544711470603943,3351.44253540039,2610.97259521484,39.75,42.75,22972,9566.22973632813,12528.1096191406,No,0.4072083,0.4377273,0.5379529,0.547197
1003027202,M,Anesthesiology,3,0.167365533610185,0.209197347362836,12143.9568684896,11660.1503092448,14.3333333333333,14.3333333333333,42238,5806.12982177734,7257.54986572266,No,0.1228684,0.1964138,0.1535852,0.2454935
1003027210,F,Audiologist (billing independently),2,0.177531942725182,0.259558342397213,5423.70495605469,4792.61975097656,59,59,13340,2492.58996582031,3754.76019287109,No,0.1533463,0.2017175,0.2027,0.3164167
1003027269,M,Anesthesiology,16,0.111337813083082,0.141244253143668,16557.518737793,16018.356262207,22.4375,22.9375,297541.999023438,32621.7002563477,41248.3000488281,No,9.630077e-02,0.1716071,0.1203768,0.2145178
1003027285,M,Diagnostic Radiology,23,0.18840782959824,0.237021289441897,5462.34061730426,5132.94648012908,27.3913043478261,30.4347826086957,154455.340332031,28821.5070571899,36397.5707626343,No,0.114761,0.2922654,0.1434428,0.3653142
1003027301,M,Allergy/Immunology,1,0.55229926109314,0.713363647460938,1181.92993164063,756.719970703125,12,12,2640,1458.07006835938,1883.28002929688,No,0.5522993,0.5522993,0.7133636,0.7133636
1003027335,M,Anesthesiology,5,0.174114483594894,0.217640030384064,45604.48203125,43274.7068359375,44,44.6,274619.650390625,46597.2385253906,58246.1108398438,No,0.1332667,0.2363,0.1665667,0.295375
1003027376,M,Diagnostic Radiology,9,0.133464131090376,0.170898892813259,4239.61484103733,4060.78970675998,74.8888888888889,89.6666666666667,44109.8666381836,5953.33307647705,7562.75958251953,No,0.1273523,0.1388,0.1662301,0.1737637
1003027392,M,Neurosurgery,13,0.19064034980077,0.250457410628979,34743.6443434495,32487.9606557993,33.0769230769231,38.9230769230769,551379.001953125,99711.6262817383,129035.511901855,No,0.1263308,0.233518,0.1585191,0.2964069
1003027483,F,Internal Medicine,12,0.40979024519523,0.477881041665872,7813.41737874349,6187.18760172526,55.75,89,147314.998046875,53553.989692688,73068.7466506958,No,0.2888868,0.8653947,0.2906817,0.8653947
1003027533,F,Diagnostic Radiology,2,0.163333334028721,0.204138897359371,1901.91003417969,1811.17999267578,42,42,4530,726.179992675781,907.640014648438,No,0.154,0.1726667,0.1925,0.2157778
1003027582,M,Radiation Oncology,15,0.245990573366483,0.309101672967275,18382.937906901,16934.5836669922,40.8666666666667,64.5333333333333,361734.588867188,85990.5208740234,107715.832275391,No,0.2294017,0.3054599,0.2867522,0.3909355
1003027590,M,Chiropractic,1,0.721048057079315,1,3251.380859375,0,37,334,11655.7001953125,8404.3193359375,11655.7001953125,No,0.7210481,0.7210481,1,1
1003027764,M,Hematology/Oncology,12,0.345156560341517,0.466570736219486,13182.1347249349,10688.418375651,48.4166666666667,117.5,245192,87006.3798828125,116930.979492188,No,0.1483457,0.3831085,0.1854286,0.52152
1003027814,F,Nurse Practitioner,2,0.145134724676609,0.262251615524292,2379.35998535156,2053.05999755859,19,27,5524,765.279998779297,1417.88000488281,No,0.1197557,0.1705137,0.2408046,0.2836986
1003027871,F,Physical Therapist,3,0.49922451376915,0.627151648203532,5921.453125,4405.15995279948,25.3333333333333,250.333333333333,35340.123046875,17575.763671875,22124.6431884766,No,0.4674079,0.526099,0.5873778,0.6639104
1003027905,M,Neurosurgery,2,0.283852741122246,0.3784119784832,4010.86004638672,3477.0849609375,18.5,19,11138,3116.28015136719,4183.830078125,No,0.2779348,0.2897706,0.3743698,0.3824541
1003027913,F,Family Practice,10,0.572973638772964,0.752799195051193,2617.71672363281,1625.96533203125,38.5,42,60611.1379394531,34433.970703125,44351.4846191406,No,0.5367936,0.6381435,0.6778344,0.919434
1003027939,M,Family Practice,17,0.368227740640149,0.47670270765529,5439.08121176327,4266.0224088781,34.7058823529412,68.5882352941177,142265.008789063,49800.6290063858,69742.6277694702,No,4.185345e-02,0.7453929,6.387931e-02,0.773
1003027947,F,Emergency Medicine,12,0.211531169091662,0.269217037906249,29090.0257873535,26624.5857187907,121.25,124.083333333333,453242.926818848,104162.620010376,133747.892501831,No,7.357895e-02,0.4259702,0.092,0.5486563
1003027970,M,Licensed Clinical Social Worker,1,0.386910855770111,0.644851446151733,10729.060546875,6215.099609375,12,175,17500,6770.93994140625,11284.900390625,No,0.3869109,0.3869109,0.6448514,0.6448514
1003028051,F,CRNA,2,8.90366435050964e-02,0.111295256763697,13254.3852539063,12934.9848632813,19.5,19.5,29064,2555.22998046875,3194.03002929688,No,8.419573e-02,9.387755e-02,0.1052454,0.1173451
1003028069,F,Physical Therapist,4,0.386579312384129,0.523702897131443,4812.33685302734,3813.26501464844,21.75,135.25,31555,12305.6525878906,16301.9399414063,No,0.3462138,0.4242978,0.4767992,0.5763793
1003028093,F,Emergency Medicine,5,0.357707703113556,0.464619070291519,22271.1689208984,18621.0077392578,118.8,121.4,170754,59398.1593017578,77648.9613037109,No,0.2873829,0.4673846,0.3906615,0.5843077
1003028101,M,Podiatry,11,0.699677163904363,0.942324242808602,5774.37873979048,815.852261629972,106.454545454545,307.545454545455,217016.683837891,153498.517700195,208042.308959961,No,0.5199407,0.7450307,0.66848,0.9899186
1003028143,M,Family Practice,19,0.547902911901474,0.706967734976819,3971.70918354235,2385.21214615671,51.1578947368421,68.4210526315789,169187.962783813,93725.4882354736,123868.932250977,No,0.1037227,0.7937829,0.1047497,1
1003028150,F,Family Practice,8,0.451070392504334,0.555081902071834,2536.93270778656,1658.28816795349,35,48.625,35871,15575.5382156372,22604.6945343018,No,0.1764706,1,0.1764706,1
1003028515,F,Physical Therapist,4,0.621358320116997,0.800858899950981,4138.17980957031,2468.27856445313,35.5,223,40110,23557.2807617188,30236.8857421875,No,0.4435046,0.7634214,0.5573077,1
1003028556,F,Neurology,13,0.519592206065471,0.673344649947607,19499.3217585637,15860.5772423377,90.1538461538462,124.307692307692,408549.467773438,155058.286987305,202361.963867188,No,7.265821e-02,0.792124,9.582393e-02,1
1003028580,F,Ophthalmology,1,0.133644446730614,0.176615387201309,5068.18017578125,4816.7998046875,15,18,5850,781.820007324219,1033.20007324219,No,0.1336444,0.1336444,0.1766154,0.1766154
1003028614,M,Chiropractic,1,0.724706411361694,0.995798289775848,6565.80078125,100.212890625,73,774,23850.177734375,17284.376953125,23749.96484375,No,0.7247064,0.7247064,0.9957983,0.9957983
1003028705,F,Family Practice,10,0.346182271465659,0.44042096696794,7328.59857769012,5378.72579898834,51.3,68.3,113461,40175.0131542683,59673.7420110703,No,3.816666e-02,0.7291619,5.166667e-02,0.7291619
1003028812,M,Physical Medicine and Rehabilitation,32,0.494885792024434,0.628229846246541,8572.79608178139,6166.39761900902,80.5,108.4375,537860.664489746,263531.19011879,340535.940681458,No,0.366855,0.6510873,0.4665135,0.6950449
1003029034,M,Orthopedic Surgery,19,0.403516775683353,0.544965582458596,10689.4247099224,9449.84788111637,41.3157894736842,47.2631578947368,278440.607574463,75341.5382385254,98893.490020752,No,0.1860311,0.6821605,0.2327074,0.8578115
1003029075,M,Pulmonary Disease,22,0.367479336363348,0.461542628197507,18291.9676555287,14330.9190590598,106.5,176.818181818182,694729.729980469,292306.442497253,379449.513267517,No,4.55979e-02,0.8910455,5.699581e-02,0.9088701
1003029125,F,Physician Assistant,17,0.434098155073383,0.497681188890163,7173.21306565229,5525.45375420065,79.2352941176471,115.294117647059,199752.8203125,77808.1942067146,105820.106303215,No,2.314286e-02,1,3.828571e-02,1
1003029141,M,Anesthesiology,4,7.80145470052958e-02,9.75178368389606e-02,19162.5050048828,18800.3798828125,18.75,18.75,82444.1015625,5794.07989501953,7242.57983398438,No,5.941807e-02,0.1015385,7.427183e-02,0.1269231
